                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      1,                 2.1689,                 4.1044,                  1.703,                0.38177,                 0.0567,                0.02671,                0.01316,                 2.2077,                 3.9516,                 1.7197,             0.00020655,             0.00020655,             0.00020655
